date,message
2021-05-29 08:17:01+00:00,"چانگ پنگ ژائو: #CZ

اگر تریدر نیستید بهتر است ارزی که روی آن سرمایه‌گذاری کرده‌اید را به مدت ۵سال #HODL کنید.
همچنین از پولی در این بازار استفاده کنید که به آن نیازی ندارید.

🚨 @NEWS_FUNDA"
2021-05-29 07:59:15+00:00,"🔰 شعار طرفداران #XRP جنگ علیه #رمزنگاری را تمام کنید.

♻️ صبح روز گذشته چند تن از سرمایه گذاران XRP تجمعی اعتراضی را مقابل ساختمان SEC برگزار کرده اند.

🚨 @NEWS_FUNDA"
2021-05-29 07:53:51+00:00,"🔰 کشف واحد غیرقانونی استخراج #بیت_کوین در #انگلیس.

♻️ پلیس انگلیس به طور تصادفی یک واحد غیرقانونی استخراج بیت کوین را در منطقه میدلندز غربی کشف کرده است. به گفته مسئولان اداره پلیس، این واحد برای استخراج بیت کوین دست به دزدی از شبکه سراسری برق زده است. در این عملیات بیش از ۱۰۰ دستگاه #ماینر هم ضبط شده است. پلیس در ابتدا به فرض اینکه این کارگاه محل کشت گیاهان مخدر است به آن یورش برده بود اما در نهایت متوجه فعالیت غیرقانونی دیگری در این مکان شد.

🚨 @NEWS_FUNDA"
2021-05-29 07:23:15+00:00,"🚨 پوزیشن های معاملاتی سنگین Short بر روی #بیت_کوین.


🚨 @NEWS_FUNDA"
2021-05-29 07:19:17+00:00,"✍ مدیر تحقیقات کوین سنتر: #بیت_کوین به‌طور کامل جایگزین سیستم مالی فعلی نخواهد شد.

پیتر ون والکنبورگ، مدیر تحقیقات کوین سنتر، در مصاحبه با نشریه واشنگتن ژورنال گفت: «افرادی در جامعه بیت کوین وجود دارند که سروصدای زیادی در خصوص چگونگی تسلط بیت کوین بر کلیه سیستم‌های اقتصادی و مالی ایجاد می‌کنند و شعارهایی از قبیل دیگر کسی از دلار و بانک‌های سنتی استفاده نخواهد کرد، سر می‌دهند. از نظر من این اظهارات کمی احمقانه است.» او همچنین اظهار داشته که بیت کوین به دلیل محدودیت عرضه بیشتر به طلا شباهت دارد و می‌توان از آن به‌عنوان راهی برای در امان ماندن از تورم استفاده کرد.

🚨 @NEWS_FUNDA"
2021-05-29 07:13:19+00:00,"🔰 استفاده از انرژی خورشیدی برای #استخراج #رمزارزها در مونتانا.

♻️ به گزارش خبرگزاری محلی مونتانا استاندارد (Montana Standard)، ماینرهای ارزهای رمزنگاری شده از پروژه Basin Creek Solar Project ، که یک مزرعه خورشیدی 300 مگاواتی واقع در Butte است پشتیبانی می کنند.
♻️ شرکت مدیسون ریور (Madison River Equity LLC) به تازگی برای ساخت یکی از بزرگترین مزارع خورشیدی در زمین های اختصاصی در منطقه Butte در ایالات متحده درخواست مجوز کاربری کرده است.

🚨 @NEWS_FUNDA"
2021-05-29 07:07:46+00:00,"🚨 تعداد آدرس های دریافت کننده‌ی #اتریوم از صرافی ها به کمترین میزان خود در یکسال گذشته رسیده است.


🚨 @NEWS_FUNDA"
2021-05-29 07:06:15+00:00,"🔰 پخش مستند ترک #اعتیاد به #ارزهای_دیجیتال در شبکه بی بی سی انگلیس.

♻️ پخش یک اپیزود در شبکه بی بی سی در مورد تنها کلینیک در انگلیس که اعتیاد به ارز دیجیتال را درمان می کند. 

♻️ بیمارستان کسل کریگ (Castle Craig) از می 2018(اردیبهشت 97) شروع به ارائه خدمات درمانی برای معتادان ارز دیجیتال کرد.

🚨 @NEWS_FUNDA"
2021-05-29 06:58:21+00:00,"✍ ویتالیک بوترین: مدل اثبات سهام راه حل معضلات زیست محیطی اتریوم است.

#ویتالیک بوترین، بنیانگذار #اتریوم، در کنفرانس مجازی StartmeupHK که روز گذشته از هنگ کنگ برگزار شد مدعی شد که انتقال اتریوم به یک مکانیسم اجماع اثبات سهام راه حلی برای برطرف کردن مشکل مصرف بی رویه انرژی در این #بلاکچین است که اخیراً صدای منتقدان را در آورده است.

🚨 @NEWS_FUNDA"
2021-05-29 06:49:45+00:00,"🚨 شاخص ترس و طمع #بیت_کوین
شنبه(۲۹ می، ۸ خرداد)


🚨 @NEWS_FUNDA"
2021-05-29 06:45:15+00:00,"🚨 حجم معاملات #ارزهای_دیجیتال بر بستر پلتفرم #PayPal توانست رکورد جدید ۳۰۰ میلیارد دلار را به ثبت برساند.


🚨 @NEWS_FUNDA"
2021-05-29 06:42:11+00:00,"🚨 نسبت ذخایر #بیت_کوین به استیبل کوین ها در کمترین میزان تاریخی خود قرار گرفته است.


🚨 @NEWS_FUNDA"
2021-05-29 06:35:54+00:00,"🔰 در برنامه بودجه ۲۰۲۲ دولت #بایدن نام #ارزهای_دیجیتال به چشم می‌خورد.

♻️ بر اساس اسنادی که دیروز منتشر شد، بودجه پیشنهادی دولت بایدن برای سال ۲۰۲۲ شامل شرایطی است که از این پس ممکن است کار صرافی‌های و ارائه‌دهندگان خدمات کیف پول‌ها را سخت‌تر کند.

🚨 @NEWS_FUNDA"
2021-05-29 06:26:16+00:00,"🔰 شرکت Circle دور تأمین بودجه 440 میلیون دلاری Mammoth را به پایان رساند.

♻️ شرکت مالی رمزنگاری Circle# که به عنوان صادرکننده #استیبل_کوین USD Coin به اختصار (USDC) شناخته می شود.

🚨 @NEWS_FUNDA"
2021-05-29 06:12:22+00:00,"✍ هشدار اسکات ماینرد به دارندگان #ارزهای_دیجیتال.

اسکات ماینرد همچنین به افت شدید بهای ارزهای دیجیتال اشاره کرد و گفت مدتی زمان لازم است تا اوضاع بازار بهتر شود. او اعتقاد دارد که #بیت_کوین و #اتریوم جزو معدود ارزهایی هستند که از این سقوط مهلک نجات پیدا خواهند کرد.

🚨 @NEWS_FUNDA"
2021-05-28 19:16:40+00:00,"🔰 کمیسیون بورس آمریکا به دنبال شفافیت سازی تراکنش #ریپل.

♻️ در حالی که شرکت ریپل به فعالیت‌های جهانی مانند همکاری با بزرگ‌ترین بانک عمان روی آورده است، کمیسیون بورس آمریکا قصد بررسی تراکنش‌های ریپل و مدارکی از کارمندان و هم‌بنیان‌گذاران این #رمزارز را دارد.

🚨 @NEWS_FUNDA"
2021-05-28 19:05:32+00:00,"🚨 هر کس که #بیت‌کوین خریداری کرده و بیش از 4 سال (200 هفته) #هولد کرده ، هرگز ضرر نکرده است.


🚨 @NEWS_FUNDA"
2021-05-28 19:03:41+00:00,"🚨 حجم #Crypto در مبادلات نقطه ای بیش از 2 تریلیون دلار در ماه می است که از ژانویه 2018 ، 5 برابر افزایش یافته است.


🚨 @NEWS_FUNDA"
2021-05-28 19:01:29+00:00,"🚨 تغییرات ۵ رمز #ارز در طول هفته 
(۳۱ شهریور _ ۷ خرداد)


🚨 @NEWS_FUNDA"
2021-05-28 18:58:29+00:00,"🔰 کاهش 20 درصدی هش‌ریت شبکه #بیتکوین در طی دو هفته گذشته می‌تواند بازتابی از ممنوعیت #استخراج در چین و همچنین ایران باشد.

♻️ البته ممنوعیت استخراج در ایران موقتی و تا شهریور ماه است.
روند تغییرات هش‌ریت طی روزهای آتی باید زیر نظر باشد.

🚨 @NEWS_FUNDA"
2021-05-28 18:54:05+00:00,"🔰 دیشب در برنامه‌ی #کاردانو۳۶۰ نقشه‌ی فاز #آلونزو مشخص شد.

♻️ در‌ماه اگوست (۱۰ مرداد تا ۹شهریور) شبکه برای تست عمومی‌ باز خواهد شد و در ماه سپتامبر (۱۰ شهریور تا ۸ مهر ) قرار است قراردادهای هوشمند به شبکه اصلی وارد شوند.

🚨 @NEWS_FUNDA"
2021-05-28 18:51:07+00:00,"🚨 مهمترین رویدادهای پیش روی ارزهای #دیجیتال در ماه‌های می-ژوئن (خرداد-تیر)


🚨 @NEWS_FUNDA"
2021-05-28 18:44:18+00:00,"🚨 10 #رمزارز محبوب در ""کانادا"" از نظر میزان بازدید در سایت #CoinGecko از تاریخ ۲۲ تا ۲۸ می (۱ تا ۷ خرداد)

🚨 @NEWS_FUNDA"
2021-05-28 18:42:13+00:00,"🚨 نمودار ترس در #رمزنگاری، قابل مقایسه با دوره ماه مارس 2020 


 🚨 @NEWS_FUNDA"
2021-05-28 18:24:04+00:00,"✍دلیل افت قیمت #بیت_کوین تا 35000 دلار توسط کالین وو رونمایی شد.

روزنامه نگار چینی کالین وو (Colin Wu)، افت قیمت اخیر بیت کوین را به انقضا قراردادهای آپشن نسبت نمی دهد وی دو دلیل احتمالی برای افت یک شبه 12 درصدی قیمت بیت کوین بیان می کند.

به گفته وی اولین دلیل،درخواست سازمان امور مالیاتی استرالیا از شهروندان جهت گزارش سودهای خود از معاملات #ارزهای_دیجیتال است.
دلیل دوم آنکه شایعه شده است مقامات چینی از جمعه شب اجرای سیاست های ضد ماینرهای بیت کوین را آغاز می کنند.

🚨 @NEWS_FUNDA"
2021-05-28 16:54:55+00:00,"🚨 علی‌رغم ریزش اخیر که باعث کاهش بیش از ۱ تریلیون دلاری ارزش کل بازار ارزهای دیجیتال شده است، محبوبیت توکن‌های غیر قابل تعویض #NFT همچنان در حال افزایش بوده و میانگین تعداد فروش این توکن‌ها از ماه ژانویه تاکنون سه برابر رشد داشته ‌است.

🚨 @NEWS_FUNDA"
2021-05-28 16:46:06+00:00,"✍ پیمان سرحدی، رییس کل باشگاه نوآوری و فناوری یونسکو ایران:

 «کنفرانس بین‌المللی #بلاکچین، #رمزارزها و اقتصاد جهانی به همت باشگاه نوآوری و فناوری یونسکو-ایران و کمیسیون ملی یونسکو-ایران با ۳ محور کلی «بلاکچین، علم و توسعه»، «کاربردهای بلاکچین در فناوری و صنایع» و «بلاکچین و اقتصاد بازارهای مالی و بین‌المللی» قرار است در ۳ ماهه دوم سال ۱۴۰۰ برگزار شود.

🚨 @NEWS_FUNDA"
2021-05-28 15:25:39+00:00,"✍ رئیس بانک مرکزی ژاپن #بیت_کوین را یک دارایی سوداگرانه خواند.

هاروهیکو کورودا، رئیس بانک مرکزی ژاپن، همچون روسای بانک‌های مرکزی کشورهای دیگر نظر منفی خود را درباره بیت‌ کوین اظهار کرده است. طبق گزارش امروز بلومبرگ، کورودا به صحبت در رابطه با گزاره ارزش بزرگ‌ترین #ارز دیجیتال بازار پرداخت نظر خود را اینگونه بیان کرد: «اکثر معاملات این بازار [بیت کوین] سفته‌بازی است و نوسان فوق‌العاده بالایی دارد. این دارایی به ندرت جهت انجام پرداخت و تسویه حساب مورد استفاده قرار می‌گیرد.

🚨 @NEWS_FUNDA"
2021-05-28 14:51:37+00:00,"🔰 سازمان مالیات استرالیا از مردم این کشور خواست درآمد خود از #کریپتو را گزارش کنند.

♻️ سازمان امور مالیاتی استرالیا از شهروندان این کشور خواسته است تا سودهای کسب شده خود را از معامله #ارزهای_دیجیتال گزارش کنند. این سازمان انتظار دارد که ۶۰۰,۰۰۰ نفر از مردم استرالیا در ارزهای دیجیتال سرمایه‌گذاری کرده و باید درآمد خود را گزارش دهند. تیم لوه، دستیار کمیسیونر سازمان امور مالیاتی استرالیا عنوان کرد که مردم هنوز به اشتباه با کریپتو مانند ارز رفتار می‌کنند نه دارایی.

🚨 @NEWS_FUNDA"
2021-05-28 14:46:46+00:00,"🔰 وزیر اقتصاد بریتانیا: بیشتر شرکت‌های کریپتویی به قوانین ضد #پول‌شویی پایبند نیستند

♻️ به گفته جان گلن، وزیر #اقتصاد و دارایی بریتانیا، شرکت‌های کریپتویی در این کشور به قوانین ضد پول‌شویی وضع شده توسط سازمان امور مالی پایبند نبوده‌اند. وی همچنین از چالش‌های مختلف در روند ثبت شرکت‌های کریپتویی تحت قوانین ضد پول‌شویی سازمان امور مالی بریتانیا سخن گفت. بر اساس گفته‌های گلن، تا تاریخ ۲۴ مه، تنها ۵ شرکت کریپتویی در سازمان امور مالی بریتانیا ثبت شده‌اند.

🚨 @NEWS_FUNDA"
2021-05-28 13:48:26+00:00,"🔰 مجموع هزینه های شبکه‌ی #بیت_کوین به کمترین میزان سه ماهه‌ی خود رسید.

♻️ میزان هزینه های شبکه بیت کوین اکنون به 138,305.97 دلار رسیده است.
کمترین میزان سه ماهه‌ی گذشته، 138,521.71 دلار در ۱۸ می ۲۰۲۱ (۲۸ اردیبهشت) ثبت شده بود.

🚨 @NEWS_FUNDA"
2021-05-28 13:21:25+00:00,"✍ #بیت_کوین 25 درصد از انرژی هدر رفته جهان را برای ایجاد رفاه و آزادی بازیافت می کند.


🚨 @NEWS_FUNDA"
2021-05-28 13:18:09+00:00,"🚨 #بایدن از پیشنهاد جدید بودجه 6 هزار میلیارد دلاری فدرال رونمایی کرد.

 تأثیرات احتمالی بر قدرت دلار می تواند مقاومت مهمی برای #بیت‌کوین باشد. 


🚨 @NEWS_FUNDA"
2021-05-28 12:33:40+00:00,"🔰 سخت گیری #چین علیه #ماینرها همچنان ادامه دارد...

♻️ عزم چین برای خلاص شدن از ماینرهای بیت‌کوین بسیار جدی است. اقدام قبلی چین تعطیلی سه شرکت استخراج #بیت‌کوین Huobi، BTC .TOP و HashCow بود که باعث سقوط شدید بیت‌کوین شد.

🚨 @NEWS_FUNDA"
2021-05-28 11:17:24+00:00,"🚨 تعداد آدرسهای دریافت کننده‌ی #رمزارز Ethereum  (ETH) به کمترین میزان یک ماهه‌ی خود، یعنی 13,990.464 رسیده است.


🚨 @NEWS_FUNDA"
2021-05-28 10:23:31+00:00,"🔰 ایالت کلرادو می‌خواهد مالیات را از طریق #کریپتو دریافت کند.

♻️ پذیرش #ارزهای_دیجیتال در آمریکا یک گام دیگر به جلو برداشته و هم‌اینک جارد پولیس، فرماندار ایالت کلرادو، خواهان وضع مقرراتی شده تا ساکنین این ایالت بتوانند مالیات خود را از طریق «کریپتوهای مختلف» پرداخت کنند. پولیس امیدوار است شرایط پرداخت مالیات با کریپتو به زودی در این ایالت میسر شود و برای این منظور او می‌خواهد با مدیر اداره درآمدزایی کلرادو گفتگو کند. پولیس همچنین کلرادو را قطب نوآوری بلاک چین در ایالات متحده خواند و افزود سرمایه‌های مناسبی به حوزه بلاک چین در بخش خصوصی و دولتی این ایالت اضافه خواهد شد.

🚨 @NEWS_FUNDA"
2021-05-28 10:17:21+00:00,"🔰 گارلینگهاوس: #ریپل می‌خواهد سهامی عام شود.

♻️ برد گارلینگهاوس، مدیرعامل ریپل، اعلام کرد این شرکت می‌خواهد در آینده سهامی عام شود. گارلینگهاوس گفت: «احتمال اینکه ریپل در آینده به یک شرکت سهامی عام تبدیل شود بسیار زیاد است. الان درگیر پرونده شکایت کمیسیون بورس و اوراق بهادار آمریکا هستیم و ابتدا باید این پرونده را به سرانجام برسانیم. کمیسیون بورس آمریکا شرکت ریپل را به فروش غیرمجاز اوراق بهادار و کسب بیش از ۱.۳ میلیارد درآمد متهم و علیه آن در دادگاه شکایت کرده بود. این پرونده همچنان در دادگاه آمریکا در جریان است.

🚨 @NEWS_FUNDA"
2021-05-28 10:10:21+00:00,"✍ کتی وود میگوید:
 
♻️ که از مدل های مختلف داده ، آنها هنوز پیش بینی می کنند که #بیت_کوین به 500000 دلار افزایش یابد. وی گفت که حمله #ماسک به مسائل زیست محیطی بیت کوین باعث نوسانات اخیر شده است ، اما این گمراه کننده است.

🚨 @NEWS_FUNDA"
2021-05-28 10:00:05+00:00,"🚨 معاملات رمزارز DogelonMars (ELON) در صرافی #KuCoin آغاز شده است.


🚨 @NEWS_FUNDA"
2021-05-28 09:57:11+00:00,"🔰 مدیرعامل #بایننس: هیچ‌کس نمی‌تواند #بیت_کوین را متوقف کند.

♻️ چانگ‌پنگ ژائو، مدیرعامل صرافی بایننس، در کنفرانس کانسنوس ۲۰۲۱ با اشاره به نبود شفافیت در رویکرد دولت‌ها در ارتباط با ارزهای دیجیتال، اعلام کرد که هیچ نهادی نمی‌تواند بیت کوین یا بلاک چین را از بین ببرد و از همین رو، دولت‌ها باید با آغوش باز این فناوری را بپذیرند.

🚨 @NEWS_FUNDA"
2021-05-28 09:36:49+00:00,"🔰 اداره کنترل دارایی‌های خارجی آمریکا دریافت خدمات از #چینالیسیس را تمدید کرد.

♻️ اداره کنترل دارایی‌های خارجی ایالات متحده، در درخواستی تازه، خواستار تمدید دریافت خدمات از چینالیسیس شد. این اداره روز چهارشنبه در اطلاعیه از تمدید خدمات دریافتی از چینالیسیس خبر داد. اداره کنترل دارایی‌های خارجی آمریکا از خدمات چینالیسیس برای نظارت در حوزه #بلاک_چین بهره می‌برد. چینالیسیس شرکتی است که در بحث ارائه ابزارهای بررسی و ره‌گیری تراکنش‌های #ارزهای_دیجیتال فعالیت می‌کند.

🚨 @NEWS_FUNDA"
2021-05-28 09:25:05+00:00,"✍ سایمون ددیک:

یک روز دیگر ، یک فرصت خرید دیگر برای #بیت_کوین و #اتریوم


🚨 @NEWS_FUNDA"
2021-05-28 09:20:11+00:00,"🔰 مقامات امارات متحده عربی در مورد سکه دبی هشدار می دهند.

 ♻️ به گفته مقامات ، دبی #ارز رمزنگاری شده رسمی ندارد.


🚨 @NEWS_FUNDA"
2021-05-28 09:04:36+00:00,"🔰 بعد از چند حمله‌ی صورت گرفته در شبکه‌ی Binance Smart Chain حالا‌ نوبت به #BurgerSwap رسیده است.

♻️ این پروژه اعلام کرد 28 می حدود ساعت ۳ بامداد BurgerSwap در زنجیره BSC# با حمله Flash Loan مواجه شده و در 14 تراکنش 7.2 میلیون دلار از BurgerSwap به سرقت رفته است.

🚨 @NEWS_FUNDA"
2021-05-28 08:21:49+00:00,"✍ ویلیام کلمنت:

در مجموع #بیت‌کوین دیگر در ضرر به فروش نمی‌رسد.

نشانه ای از ریکاوری...


🚨 @NEWS_FUNDA"
2021-05-28 07:39:00+00:00,"🔰 بانک کره به دنبال فناوری برای توسعه #ارز_دیجیتال

♻️ نهاد تنظیم کننده سیاست پولی کره جنوبی در حال ایجاد اقداماتی برای ایجاد سکه دیجیتال خود است.

🚨 @NEWS_FUNDA"
2021-05-28 07:23:16+00:00,"🚨 صرافی #Binance قابلیت Staking #رمزارز MDX را تا سقف سود سالیانه 100 درصد فراهم کرده است.


🚨 @NEWS_FUNDA"
2021-05-28 07:12:16+00:00,"🚨 امروز (۲۸ می، ۷ خرداد) #صرافی #Binance رمزارز Livepeer (LPT) را با جفت‌ ارزهای BTC, BNB, BUSD و USDT در لیست خود قرار داده است.


🚨 @NEWS_FUNDA"
2021-05-28 07:08:44+00:00,"🚨 معاملات در شبکه #اتریوم به 9.6 دلار و در شبکه #بیت_کوین  به 13.2 دلار کاهش یافت.


🚨 @NEWS_FUNDA"
2021-05-28 06:56:23+00:00,"🔰 دومین درخواست ETF #اتریوم به کمیسیون #بورس آمریکا ارسال شد!

♻️ شرکت مدیریت سرمایه ویزدم تری درخواست خود را برای ایجاد صندوق قابل معامله اتریوم به کمیسیون بورس و اوراق بهادار آمریکا ارسال کرده است. ویزدم تری دومین شرکتی است که قصد راه‌اندازی چنین صندوقی را دارد. پیش از این، شرکت ون‌اک برای ایجاد صندوق قابل معامله اتریوم درخواست خود را به کمیسیون بورس آمریکا ارائه داده بود. این کمیسیون که تاکنون هیچ صندوق قابل معامله بورسی را تأیید نکرده است، اخیراً بررسی دو صندوق قابل معامله جدید #بیت_کوین را شروع کرده است.

🚨 @NEWS_FUNDA"
2021-05-28 06:52:10+00:00,"🔰 سایفر تریس زنجیره هوشمند #بایننس را به مجموعه ابزار تحلیلی خود اضافه کرد.

♻️ ابزارهای اطلاعاتی توسعه یافته توسط سایفر تریس اکنون می توانند برای تشخیص فعالیت غیرقانونی در سراسر زنجیره هوشمند بایننس و بیش از 600 dapps مبتنی بر آن استفاده شوند.

♻️ شرکت اطلاعاتی سایفر تریس (CipherTrace) پشتیبانی از #اسمارت_چین بایننس (BSC) را به ابزار تحلیلی خود اضافه کرده است. این ویژگی یکپارچه سازی امکان شناسایی هرگونه فعالیت مشکوک درون زنجیره ای را فراهم می کند.

🚨 @NEWS_FUNDA"
2021-05-28 06:40:16+00:00,"🔰 راه اندازی اولین شبکه آزمایشی Alonzo هوشمند، توسط #کاردانو

♻️ بر اساس اعلامیه 27 می(6 خرداد) که توسط IOHK منتشر شد، کاردانو با موفقیت اولین شبکه آزمایشی آلونزو (Alonzo) را به اجرا درآورد.

♻️ این چهارمین #بلاکچین بزرگ، پیشرفت بزرگی در جهت راه اندازی قراردادهای هوشمند Plutus، داشته است که امکان استقرار طیف وسیعی از برنامه های مالی غیرمتمرکز را فراهم می کند.

🚨 @NEWS_FUNDA"
2021-05-28 06:34:53+00:00,"🚨 قیمت کنونی بیت کوین در مقایسه با بازار سال 2013


🚨 @NEWS_FUNDA"
2021-05-28 06:30:22+00:00,"🚨 امروز ۲۸ می(۷ خرداد) شاخص ترس و طمع : 21 (نزدیک به ترس شدید)


🚨 @NEWS_FUNDA"
2021-05-28 06:18:18+00:00,"🚨 حجم فروش سنگین #بیت‌کوین در ۱ ساعت گذشته !


🚨 @NEWS_FUNDA"
2021-05-28 06:09:48+00:00,"🔰 مدیر عامل جی پی مورگان میگوید از #بیت_کوین دوری کنید!

♻️ هنگامی که وارن دیویدسون (Warren Davidson)، نماینده کنگره جمهوری خواه در مورد چگونگی تغییر دیدگاه های وی در مورد بیت کوین در جلسه 27 می(6 خرداد) دادرسی کمیته خدمات مالی مجلس(HFSC)، از جیمی دیمون(Jamie Dimon)، مدیرعامل جی پی مورگان (JPMorgan)، سوال کرد، جیمی در جواب گفت که:
♻️ توصیه شخصی من به مردم این است که از آن دوری کنند. این بدان معنا نیست که مشتریان آن را نمی خواهد. این به این معنی است که چگونه باید یک کسب و کار را راه اندازی و اداره کرد. من ماری جوانا نمی کشم، اما اگر موفق شوید قانونی اش کنید، من نمی خواهم جلوی استفاده مردم از آن را بگیرم. من به مردم نمی گویم که چگونه پول خود را خرج کنند.

🚨 @NEWS_FUNDA"
2021-05-28 05:57:40+00:00,"🔰 کوین او لیری: نهادها در #بیت_کوین سرمایه‌گذاری نمی‌کنند!

♻️ کوین او لیری (Kevin O’Leary) سرمایه‌گذار کانادایی که در برنامه تلویزیونی شارک تنک (Shark Tank) با لقب «آقای شگفت‌انگیز» شناخته می‌شود، شخصاً در بیت کوین سرمایه‌گذاری کرده است. اما به‌عقیده او که خلاف نظر افراد دیگر است، سرمایه‌گذاران نهادی مانند صندوق‌های سرمایه‌گذاری مشترک و شرکت‌های بیمه، در بیت کوین سرمایه‌گذاری نمی‌کنند. این چهره مشهور تلویزیونی دراین‌باره گفت: «شما دائماً میهمانانی را به برنامه دعوت می‌کنید که می‌گویند نهاد‌ها در حال ورود به بیت کوین هستند، این حرف‌ها مزخرف‌اند!

🚨 @NEWS_FUNDA"
2021-05-28 05:48:13+00:00,"🔰 حجم بالای استیبل کوین ها نشان میدهد:

♻️ نسبت ذخایر #استیبل کوین ها در سطوح نسبتاً بالایی قرار دارد و با این میزان می توان ۱۳.۶ کل ذخایر #بیت‌کوین را خریداری کرد!

🚨 @NEWS_FUNDA"
2021-05-27 21:28:12+00:00,"🚨 حجم زیادی استیبل کوین(تتر) از صرافی #بایننس وارد کیف پول سرد شده است.


🚨 @NEWS_FUNDA"
2021-05-27 20:23:46+00:00,"✍ #مایکل_سایلور:

#بیت_کوین برای 8 میلیارد نفر و هر شرکت روی زمین امید است. این شرکت ها و اوراق بهادار سرمایه گذاری را احیا می کند.

🚨 @NEWS_FUNDA"
2021-05-27 20:22:21+00:00,"✍ توییت #ژائو به هولد کردن:

هولد برای اکثر مردم سخت است. در بازارهای گاوی، وسوسه می شوید ""سود ببرید"". در بازارهای خرسی، وحشت فروش. 

هولد پس از تبدیل شدن #رمزنگاری به جهان پیش فرض شما، آسان می شود.
 نه سودی وجود دارد ، نه فروش

🚨 @NEWS_FUNDA"
2021-05-27 19:32:29+00:00,"🔰 #کارل_آیکان #اتریوم را بر #بیت_کوین ترجیح می‌دهد!

♻️ در طی یک مصاحبه تلویزیونی با #بلومبرگ ، کارل آیکان ، بنیانگذار شرکت آیکان اینترپرایسز ، از رمزارز اتریوم ، دومین #ارز رمزنگاری شده بزرگ جهان ، تمجید کرد.

🚨 @NEWS_FUNDA"
2021-05-27 18:45:45+00:00,"🔰 وضع قوانین سختگیرانه‌تر در #چین:

♻️ شبکه‌های خبری چین گزارشی از South China Morning Post که پیش‌نویسی از قوانین جدید که مجازات‌های سختگیرانه‌تری برای #استخراج کنندگان #بیت‌کوین و سایر #رمزارزها است منتشر کردند. 

♻️ این مجازات‌ها شامل قرار گرفتن افراد در لیست سیاه خدمات دولتی است که حتی شامل ممنوعیت استفاده از حمل و نقل می‌باشد.

♻️ عزم چین برای خلاص شدن از #ماینرهای بیت‌کوین بسیار جدی است. اقدام قبلی چین تعطیلی سه شرکت استخراج بیت‌کوین Huobi ، BTC .TOP# و HashCow# بود که باعث سقوط شدید بیت‌کوین شد.

🚨 @NEWS_FUNDA"
2021-05-27 17:40:53+00:00,"🔰 نظرسنجی: فقدان دانش کریپتویی مانع اصلی پذیرش #ارزهای_دیجیتال است.

♻️ نتایج یک نظرسنجی جدید نشان می‌دهد بزرگ‌ترین مانع برای پذیرش گسترده ارزهای دیجیتال فقدان دانش و درک مردم از این حوزه است. در این نظرسنجی که با کمک کریپتوداتکام انجام شد، ۵۱ درصد از شرکت‌کنندگان اعلام کردند به دلیل نداشتن دانش لازم درباره ارزهای دیجیتال به این حوزه وارد نشده‌اند. ۳۴ درصد نگرانی‌های امنیتی را دلیل عدم ورود به فضای #کریپتو عنوان کردند و مشکل ۲۹ درصد از افراد هم این بود که نمی‌دانستند از کجا ارز دیجیتال خریداری کنند. گفتنی است در این نظرسنجی ۳۰۵۳ نفر شرکت داشتند.

🚨 @NEWS_FUNDA"
2021-05-27 17:27:09+00:00,"🔰 بانک مرکزی #نیجریه نظر خود را درباره ممنوعیت #ارزهای_دیجیتال تغییر داد.

♻️ رئیس #بانک_مرکزی کشور نیجریه، نظر خود را درباره محدود کردن معاملات ارزهای دیجیتال، تغییر داده است. بر اساس گزارش خبرگزاری‌های محلی، گادوین امفیله (Godwin Emefiele)، رئیس بانک مرکزی نیجریه، اعلام کرده است که اجازه معامله #بیت_کوین و سایر ارزهای دیجیتال را صادر خواهد کرد. در ماه فوریه، بلو حسن (Bello Hassan)، مدیر بانک مرکزی نیجریه، طی نامه‌ای به ارائه‌دهندگان خدمات بانکی هشدار داده بود که در صورت همکاری با صرافی‌های ارز دیجیتال، تحریم‌های نظارتی شدید در انتظار آنان خواهد بود.

🚨 @NEWS_FUNDA"
2021-05-27 17:05:29+00:00,"🔰 بانک مرکزی کانادا فعلا دلیل محکمی برای ارائه #ارز_دیجیتال ملی ندارد

♻️ بانک مرکزی کانادا (Bank of Canada) فعلا دلیل محکمی برای ارائه ارز دیجیتال ملی یا CBDC ندارد. بر اساس گزارش خبرگزاری رویترز، تیموتی لین (Timothy Lane)، معاون و رئیس تحقیقات بخش فین‌تک و ارز دیجیتال بانک مرکزی کانادا، در روز چهارشنبه درباره موضوع ارزهای دیجیتال ملی صحبت کرد و گفت که این بانک، پیاده‌سازی ارز دیجیتال ملی را عمیقاً بررسی کرده و درباره نحوه کار و اثرات آن فکر کرده است اما با دلیل محکمی برای ارائه CBDC مواجه نشده است.

🚨 @NEWS_FUNDA"
